original_sentence,nearest_neighbor,cosine_similarity
કર્ણાટકના કલબુર્ગી-ગુલબર્ગા જિલ્લામાં COVID-19ના પોઝિટિવ કેસ ધરાવતાં વૃદ્ધનું મોત થયું છે.,સુરતના 23 પોઝિટિવ કેસ છે અને 4 લોકોના મોત થયા છે.,0.2016
આ ફૂટેજ 24 સપ્ટેંબરનું અને સાંજે આશરે સાત વાગ્યાનું છે.,24 ટકા છે.,0.2026
જાતિવાદી સમીકરણને આધારે કેબિનેટમાં ત્રણ આદીવાસી અને બે સતનામી સમાજનાં ધારાસભ્યોને સમાવવામાં આવ્યા હતા.,સ્ટાલિન સહિત ડીએમકેના ૮૬ ધારાસભ્યોને વિધાનસભામાંથી કાઢી મૂકવામાં આવ્યા હતા.,0.1303
તે પહેલા સંઘે 28 એપ્રિલે યાદી રજૂ કરતાં કોરોના સંક્રમણથી 706 શિક્ષકો-કર્મચારીઓના મોત થવાની જાણકારી આપી હતી.,તો સાથે સાથે વિકાસકાર્યોની એક યાદી પણ રજૂ કરવામાં આવશે.,0.1499
ટીપ્સ (બાર્કલેઝ યુએસ ટ્રેઝરી ઇન્ફ્લેશન-લિંક્ડ બોન્ડ ઇન્ડેક્સ): -9.,સ્ત્રી આંકડા અને તેમના ગોઠવણ માટે ટીપ્સ પ્રકાર,0.1189
કોઈ પારિવારિક વિવાદમાં ફસાયા હોવ તો જીવનસાથી કે ઘરના સૌથી નજીકના વ્યક્તિને વાત કરી સમસ્યાનું સમાધાન મેળવી શકો છો.,તો જ તમે રક્તદાન કરી શકો છો.,0.2045
સિંહઃ આજનો દિવસ પરિશ્રમ અને પોતાના જ્ઞાનથી લેવામાં આવેલો નિર્ણય સફળતા આપનારો રહેશે.,પરંતુ દિવસ સારો રહેશે.,0.1870
અગાઉ અંદાજે 60 વાઈરસો વિરૂર્ધ આજ પ્રક્રિયાનો ઉપયોગ કરવામાં આવી ચૂક્યો છે.,ચીન સાથે શાંતિ સ્થાપિત કરવા અગાઉ પણ ઘણી બેઠકો કરવામાં આવી હતી.,0.1207
કન્યાઃ આજના દિવસે કામકાજના પડકારનો સામનો પૂરી દ્રઢતાથી કરો.,આજના દિવસે પરિવારને પણ સમય આપવો પડશે.,0.1928
પરિવારમાં તમામ લોકોનો સહયોગ મળશે.,સારા સમાચાર મળશે.,0.2228
ભુમિ ફિલ્મ ‘મિત્રો’ના એક્ટર જૈકી ભગનાનીને ડેટ કરી રહી છે.,ફિલ્મમાં ભુમિ પેડનેકર પણ છે.,0.2494
તુલાઃ આજના દિવસે નફો કમાવવા માટે ખોટો રસ્તો પસંદ ન કરતાં.,જો તમે નાનું રોકાણ કરી મોટો નફો કમાવવા માંગો છો તો કરો અહીં રોકાણ,0.2333
વિરોધી તમને ઉશ્કેરીને વિવાદની સ્થિતિ ઉભી કરી શકે છે.,કારણ કે ક્યારેક આ મજાકો મગજમાં ઘર કરી જાય છે અને મોટી મુશ્કેલી ઉભી કરી શકે છે.,0.1709
આ ફિલ્મમાં રણવીરે પહેલી વાર રોહિત શેટ્ટીના નિર્દેશનમાં કામ કર્યું છે.,અમે ક્યારેય સાથે કામ કર્યું નથી.,0.1726
ઈલેક્ટ્રોનિક સામાનોની જાળવણી રાખજો.,ઘરના કિંમતી સામાન પર નજર રાખજો.,0.2437
નોર્થ કોરિયાના તાનાશાહ કિમ જોંગ ઉન ભલે હેયરસ્ટાઇલ અને અન્ય વાતોને લઇને આવે દિવસે બેન લગાવતા હોય પણ પોતાની ઓફિસના ફોટોગ્રાફ જાહેર કરવા માટે તે ખચકાતા નથી.,ધ્યાન કેન્દ્ર એક ફોટોગ્રાફ છે જે પ્રવેશદ્વારમાંથી ધ્યાન આકર્ષિત કરશે.,0.0894
ધનઃ આજેથી મનને શાંત અને સંયમિત રાખવાની જરૂર છે.,એ પછી મામલો શાંત પડી ગયો છે.,0.1576
મંદાબેનને વાત કરી તો એ પણ સાંભળીને સ્તબ્ધ બની ગયા થોડી વાર રહીને ચુનીલાલ બોલ્યાં.,. ચુનીલાલ જમાનો બદલાયો છે.,0.2035
84 દિવસ થયો છે.,84 લાખ રૂપિયા છે.,0.5892
ફરવા જવાના બદલે આરામ કરવો વધારે સારું રહેશે.,જે સારું છે?,0.2350
કુંભઃ આજના દિવસે માત્ર તમારા કામ પર જ ધ્યાન આપો.,કુંભઃ તમારા વિચારોની તાજગી ભવિષ્યની યોજના પર ઊંડી અસર કરશે.,0.3537
સંબંધો સુધારવાનો પ્રયાસ કરો.,પારિવારિક પ્રશ્નોના સમાધાનનો પ્રયાસ કરો.,0.2481
નવા સંબંધ બનતા નજરે પડી રહ્યા છે.,જેના કારણે તેઓ લોકોનાં આકર્ષણનું કેન્દ્ર બનતા રહે છે.,0.2198
વડોદરામાં અમદાવાદના વિદ્યાર્થીના મોતનો મામલે પરિવારજનોએ હવે બાળકનો મૃતદેહ સ્વીકાર કરી લીધો છે.,પોલીસે યોગ્ય કાર્યવાહીની બાહેંધરી આપતા પરિવારજનોએ બાળકનો મૃતદેહ સ્વીકાર્યો છે.,0.3308
